	0.810	-0.145	0.070	-0.250	-0.510	-0.450	-0.530	-0.070	0.130	-0.150	-0.030	0.350	0.150000	0.520
	0.130	0.020	0.040	0.070	0.370	0.020	0.020	-0.020	0.100	-0.160	-0.210	-0.210	-0.060000	-0.110
	-0.360	0.140	-0.140	0.450	0.690	0.500	-0.040	-0.120	-0.140	-0.020	0.200	-0.020	-1.340000	0.200
	0.230	0.030	-0.290	0.110	0.190	0.170	0.130	0.120	-0.160	-0.100	-0.020	-0.210	-0.150000	-0.060
	0.580	0.330	0.010	-0.290	-0.380	-0.170	0.170	-0.050	0.010	-0.150	0.070	0.130	-0.170000	-0.100
	0.620	0.080	-0.230	0.070	-0.055	0.090	0.040	-0.010	0.250	-0.080	-0.330	0.300	-0.640000	-0.130
	0.120	-0.150	-0.190	0.090	0.270	0.350	0.070	-0.030	-0.130	-0.080	0.190	-0.270	-0.150000	-0.080
	-0.410	0.540	0.360	0.010	-0.200	0.050	-0.030	0.150	-0.110	0.010	-0.310	-0.120	-0.040000	0.160
	0.720	-0.210	0.140	-0.080	-0.320	-0.210	-0.130	0.030	0.140	-0.010	-0.260	0.020	-0.240000	0.420
	-0.040	-0.180	-0.040	-0.180	0.110	0.130	0.120	0.150	0.050	-0.010	-0.010	-0.040	-0.050000	0.010
	0.380	-0.250	-0.050	0.230	-0.090	0.870	-0.050	-0.250	0.050	0.300	-0.480	-0.300	-0.010000	-0.350
	0.830	0.100	0.100	-0.040	-0.180	-0.220	-0.200	0.210	0.100	-0.240	-0.180	-0.060	-0.260000	0.070
	0.340	-0.290	-0.150	0.010	0.230	-0.050	0.280	0.150	0.130	0.065	0.130	-0.030	-0.310000	-0.010
	-0.150	0.160	0.000	-0.070	-0.080	-0.040	-0.440	-0.070	0.000	0.370	-0.050	0.130	-0.020000	0.270
	-0.150	-0.120	-0.010	-0.250	-0.210	-0.390	-0.050	0.080	0.230	0.100	-0.050	0.300	0.430000	0.080
	0.040	0.050	-0.010	0.240	0.350	-0.140	0.070	-0.045	-0.050	-0.170	-0.030	-0.140	0.000000	-0.030
	0.080	0.300	0.300	-0.900	-0.020	0.000	0.270	-0.170	0.000	0.150	0.110	-0.060	0.070000	-0.110
	1.860	0.520	-1.490	0.530	-0.960	-0.650	0.080	-0.330	-0.200	-0.440	-0.280	0.450	0.570000	0.340
	0.150	-0.020	0.040	0.595	0.350	0.070	0.130	0.100	-0.150	-0.320	0.060	-0.200	-0.510000	-0.180
	-0.025	0.110	0.370	0.660	0.140	0.160	0.060	-0.530	-0.300	-0.220	-0.170	-0.570	-0.320000	0.170
	-0.200	-0.260	-0.320	0.230	-0.170	-0.280	0.140	0.300	0.000	0.110	0.170	0.080	0.020000	0.180
	-0.740	-0.250	-0.430	-0.230	0.010	-0.115	-0.170	0.420	0.220	0.510	-0.120	0.330	0.160000	0.470
	-0.270	-0.140	0.340	0.410	0.160	0.050	0.270	-0.080	0.280	0.240	0.030	0.070	-1.170000	-0.190
	-0.210	-0.060	-0.045	0.350	0.200	0.150	0.240	-0.090	-0.480	0.200	0.130	-0.430	-0.060000	-0.040
	-0.190	-0.030	-0.430	-0.310	0.030	0.190	-0.110	0.190	0.140	0.160	-0.010	0.220	-0.170000	0.120
	-0.150	0.290	-0.030	0.040	-0.010	0.020	-0.010	-0.110	-0.010	-0.040	-0.150	0.040	0.010000	0.130
	0.230	-0.020	0.010	-0.320	0.220	0.010	0.290	0.090	-0.190	-0.230	-0.060	-0.150	-0.210000	0.010
	-0.770	-0.450	-0.040	0.140	0.550	0.370	0.360	0.160	-0.190	0.140	0.030	-0.140	-0.530000	0.370
	-0.880	-0.530	-0.220	0.150	0.530	0.150	0.150	0.320	0.270	0.120	-0.410	0.140	0.110000	0.110
	0.350	-0.140	-0.060	-0.120	-0.240	-0.470	-0.310	0.060	0.190	0.060	-0.225	0.380	0.290000	0.110
	1.080	-0.370	0.100	-0.070	-0.230	-0.080	-0.070	0.050	0.050	-0.080	-0.040	-0.250	0.120000	0.170
	1.810	0.870	0.050	0.350	-1.130	-1.050	0.740	-0.520	-0.660	-1.130	-0.570	0.510	0.370000	0.340
	0.600	0.090	-0.040	0.030	-0.210	-0.490	-0.180	-0.310	-0.010	0.140	0.080	0.180	-0.140000	0.270
	-0.940	0.050	0.080	0.690	0.650	0.320	0.060	-0.340	-0.050	0.100	-0.460	-0.250	-0.070000	0.150
	0.000	-0.140	-0.290	0.190	0.350	0.060	0.310	0.150	-0.060	-0.430	0.240	-0.010	-0.310000	-0.060
	0.360	-0.010	-0.030	-0.100	0.260	0.280	-0.170	-0.150	0.040	-0.200	0.060	-0.150	-0.150000	-0.030
	0.420	0.070	0.480	0.360	0.120	-0.070	0.020	-0.040	-0.380	-0.530	-0.100	0.070	-0.130000	0.000
	0.100	0.300	-0.050	-0.450	-0.510	-0.290	0.000	0.140	0.120	-0.170	0.010	0.290	0.140000	0.370
	1.040	0.540	0.150	-0.270	-0.060	-0.270	-0.150	-0.060	-0.330	-0.370	0.070	-0.170	-0.050000	-0.050
	0.640	-0.090	0.050	-0.250	-0.170	-0.020	-0.070	-0.100	-0.190	-0.040	0.000	0.000	0.030000	0.220
	0.970	0.330	-0.070	0.430	-0.090	-0.400	-0.240	-0.040	-0.040	-0.260	-0.280	-0.060	0.006667	-0.090
	0.240	-0.140	0.220	0.240	0.170	-0.180	-0.140	-0.350	-0.010	-0.090	-0.060	0.040	-0.016667	0.170
	0.910	0.020	0.090	0.110	-0.180	-0.120	-0.420	-0.190	-0.080	-0.140	0.030	0.190	-0.040000	-0.180
	0.000	-0.320	0.080	0.320	0.190	-0.050	0.080	0.000	-0.200	0.050	0.100	-0.070	-0.120000	-0.070
	-0.140	0.100	-0.320	-0.250	-0.310	0.020	0.170	0.140	0.050	0.070	0.170	-0.060	0.180000	0.180
	-0.520	-0.100	-0.120	-0.140	0.010	-0.090	0.280	0.340	0.190	0.070	0.020	-0.090	-0.085000	0.160
	0.380	-0.070	0.050	0.320	0.410	-0.150	0.010	0.160	-0.070	-0.210	-0.130	-0.190	-0.350000	-0.170
	0.550	0.150	0.170	-0.200	-0.430	-0.470	-0.130	0.090	0.010	0.010	-0.080	-0.130	0.050000	0.540
	0.870	0.510	0.050	0.060	-0.200	-0.180	-0.240	-0.230	-0.150	-0.070	-0.030	-0.400	-0.010000	0.030
	0.170	-0.430	-0.030	0.050	0.030	0.450	0.070	0.190	-0.120	0.070	0.020	-0.080	-0.250000	-0.140
	0.330	-0.080	-0.140	-0.780	-0.300	0.060	0.390	0.080	0.200	-0.140	0.330	0.370	-0.220000	-0.100
	-0.350	-0.300	0.070	0.090	0.010	-0.510	0.230	0.240	0.140	0.210	-0.190	0.240	0.290000	0.140
	0.070	-0.650	0.070	-0.170	0.140	0.300	0.070	0.010	0.070	0.050	0.330	-0.100	-0.410000	0.230
	-0.780	-0.090	0.230	0.170	0.350	0.400	0.260	0.190	-0.130	0.050	0.050	-0.480	-0.670000	0.460
	0.310	0.000	0.310	-0.160	0.100	-0.500	-0.100	-0.200	0.310	-0.100	0.140	-0.400	0.390000	-0.100
	0.100	-0.070	0.250	-0.130	0.290	0.180	0.180	-0.130	-0.070	-0.230	0.410	-0.690	0.180000	-0.110
	-0.380	-0.070	0.160	-0.280	0.020	0.150	0.260	-0.060	0.005	0.020	0.320	-0.110	-0.030000	0.240
	0.440	0.240	-0.060	-0.320	-0.160	-0.080	-0.090	-0.080	0.080	-0.140	0.190	0.090	-0.170000	0.080
	0.310	0.000	-0.080	0.170	0.090	-0.170	0.110	0.040	0.220	0.060	-0.110	0.030	-0.290000	-0.170
	0.020	-0.300	0.020	-0.020	0.330	0.060	0.230	0.160	0.230	-0.280	-0.020	-0.130	-0.160000	-0.130
	0.480	-0.040	-0.050	0.390	-0.170	-0.170	0.020	-0.090	-0.150	-0.150	0.080	-0.150	-0.070000	-0.285
	-0.520	-0.050	-0.010	0.570	0.490	0.300	0.050	0.160	-0.050	-0.150	0.050	-0.120	-0.420000	-0.440
	0.090	0.420	0.080	0.420	0.000	-0.290	0.080	-0.080	-0.310	0.020	0.270	-0.270	-0.390000	-0.060
	0.650	0.210	0.210	0.120	0.050	-0.190	0.020	-0.110	-0.110	-0.300	-0.110	-0.370	-0.070000	-0.010
	-0.460	-0.260	-0.300	0.120	0.120	0.030	0.130	0.050	0.040	0.220	-0.030	0.220	0.160000	-0.065
	0.290	0.360	0.380	-0.210	-0.020	0.160	0.210	-0.160	-0.210	-0.250	0.280	-0.290	-0.410000	-0.120
	1.470	0.300	0.200	-0.240	-0.220	0.020	-0.060	-0.370	-0.040	-0.320	0.060	-0.040	-0.290000	-0.480
	0.590	0.220	0.010	-0.330	-0.180	-0.290	-0.060	-0.020	0.280	-0.120	-0.210	0.060	0.230000	-0.180
	-0.210	-0.520	-0.300	0.080	-0.030	-0.360	-0.200	0.230	0.170	0.430	0.040	0.130	0.100000	0.450
	-0.110	-0.600	0.630	0.060	0.130	0.290	0.200	0.040	-0.050	0.110	0.040	-0.320	-0.430000	0.010
	-0.160	-0.010	-0.070	-0.050	-0.090	0.070	0.230	0.090	-0.270	0.120	0.070	0.040	-0.160000	0.180
	0.360	0.430	0.000	-0.350	-0.020	-0.250	0.160	0.070	-0.530	-0.140	0.130	-0.080	0.130000	0.145
	0.580	-0.040	0.020	0.510	-0.040	0.120	-0.250	-0.080	-0.020	-0.290	0.210	-0.750	-0.220000	0.110
	-0.270	-0.080	-0.210	0.060	-0.060	0.060	0.000	0.150	0.310	0.030	0.100	0.000	-0.150000	0.060
	0.350	0.040	-0.120	0.210	0.460	0.150	0.340	-0.070	-0.050	-0.260	-0.050	-0.320	-0.450000	-0.240
	0.640	0.030	0.110	-0.010	0.270	0.020	0.150	0.010	-0.090	-0.170	0.070	-0.260	-0.790000	0.080
	0.460	0.020	-0.230	0.040	-0.230	-0.080	-0.040	0.090	-0.120	0.040	0.160	0.020	-0.210000	0.070
	0.000	-0.840	-0.490	-0.420	-0.490	-0.680	-0.030	0.390	0.550	0.560	0.480	0.570	0.130000	0.290
	1.250	-0.470	0.090	0.390	0.370	0.090	1.090	-0.390	-0.160	-0.390	-0.200	0.140	-0.860000	-0.330
	-0.730	-0.830	-0.310	0.120	0.700	0.820	0.510	0.270	0.120	0.170	0.340	-0.290	-0.730000	-0.180
	0.080	-0.060	0.040	0.140	0.350	-0.220	-0.060	0.190	0.020	-0.220	0.100	0.100	-0.220000	-0.060
	-0.270	-0.050	-0.145	-0.170	0.000	-0.110	-0.130	-0.030	0.220	0.190	-0.070	0.055	-0.030000	0.280
	-0.140	-0.090	-0.330	-0.270	0.290	-0.010	0.110	0.180	-0.060	0.080	0.240	0.010	-0.140000	0.110
	0.330	-0.180	-0.160	-0.180	0.050	-0.430	-0.220	-0.280	0.260	0.260	-0.260	0.340	0.300000	0.140
	0.710	0.100	0.040	0.110	-0.140	-0.190	-0.100	-0.270	-0.180	-0.210	-0.270	0.100	0.140000	0.150
	-1.000	0.340	0.240	-0.200	-0.250	-0.090	-0.160	0.410	0.190	0.110	0.080	0.210	-0.020000	0.130
	-0.060	-0.180	-0.280	-0.410	-0.300	-0.190	-0.540	0.000	0.220	0.140	0.370	0.370	0.280000	0.600
	1.430	-0.120	0.130	0.130	0.040	0.010	0.160	-0.060	-0.310	-0.370	-0.210	-0.600	-0.210000	-0.030
	0.850	0.050	0.370	0.230	-0.120	-0.120	-0.030	-0.010	-0.330	-0.350	-0.160	-0.120	-0.370000	0.140
	-0.270	-0.180	-0.060	-0.020	0.350	0.130	0.190	0.040	0.110	-0.120	0.020	0.060	-0.140000	-0.100
	0.100	-0.300	0.640	0.280	0.190	-0.020	0.060	0.210	-0.170	-0.040	-0.270	-0.250	-0.360000	-0.060
	-0.070	0.060	-0.220	0.590	-0.160	-0.250	0.080	-0.025	0.000	-0.080	-0.310	0.060	0.280000	0.180
	-0.210	1.230	0.370	0.160	0.310	0.190	-0.010	-0.260	-0.230	0.160	-0.130	-0.110	-0.980000	-0.490
	1.270	1.670	0.450	-0.670	-0.700	-0.730	-0.570	-0.450	0.040	-0.070	-0.120	0.230	-0.090000	-0.260
	-1.280	-0.210	-0.130	0.220	-0.080	0.230	0.350	0.080	0.010	0.370	-0.180	0.095	0.160000	0.300
	1.070	0.210	0.320	0.470	-0.070	-0.030	-0.140	-0.250	-0.520	-0.520	-0.010	-0.040	-0.370000	-0.120
	0.690	0.030	-0.090	-0.320	-0.740	-1.080	-0.620	-0.050	0.460	0.070	-0.180	0.700	0.760000	0.360
	-0.900	-0.560	-0.220	-0.140	-0.320	0.010	0.140	0.410	0.270	0.450	0.030	0.210	0.340000	0.280
	0.080	-0.240	-0.040	0.160	-0.030	0.060	0.110	0.450	0.130	0.220	-0.060	0.130	-0.490000	-0.030
	0.280	-0.350	0.160	0.160	-0.150	0.000	-0.220	0.470	-0.220	0.000	-0.130	0.050	-0.050000	0.060
	-0.490	-0.460	0.010	-0.700	0.130	0.050	0.560	0.490	0.330	0.100	0.300	0.220	-0.280000	-0.260
	0.080	0.010	0.350	0.220	0.040	-0.010	-0.200	0.010	-0.180	0.200	-0.150	-0.030	-0.440000	0.100
	0.560	0.050	-0.020	0.335	-0.090	-0.670	-0.410	0.010	0.270	-0.040	-0.370	0.460	0.360000	0.010
	1.870	0.910	0.810	0.450	-0.460	-1.070	-0.790	-0.600	-0.070	-0.480	-0.345	-0.090	0.370000	0.030
	1.970	0.090	0.000	-0.280	-0.840	-0.680	-0.530	0.000	-0.020	-0.300	-0.320	0.290	0.330000	0.290
	0.190	-0.320	-0.140	-0.080	0.260	0.250	-0.100	0.110	-0.030	-0.160	0.290	-0.080	-0.270000	0.080
	0.390	-0.280	-0.350	0.010	0.100	-0.090	0.100	0.190	-0.090	0.140	0.140	-0.090	-0.330000	0.160
	-0.390	-0.350	0.650	-0.300	-0.170	-0.240	-0.060	0.100	0.310	0.300	-0.090	0.080	-0.205000	0.310
	-0.390	-0.460	-0.300	0.030	-0.040	0.040	0.150	-0.080	0.460	0.290	-0.260	0.460	-0.080000	0.170
	0.250	0.020	0.140	-0.190	0.020	-0.270	-0.250	-0.050	0.300	0.020	-0.090	0.100	0.220000	-0.130
	-0.400	0.520	-0.310	-0.080	0.030	0.050	-0.050	-0.120	0.140	-0.120	0.150	0.030	-0.140000	0.290
	0.570	-0.240	-0.030	-0.120	0.100	0.150	-0.010	-0.080	0.120	-0.240	-0.120	-0.160	-0.140000	0.210
	0.660	0.380	0.000	0.140	-0.340	-0.340	-1.040	0.170	0.200	-0.210	-0.370	0.150	0.380000	0.230
	0.220	0.030	0.090	-0.170	0.100	0.070	0.040	-0.090	0.030	-0.310	-0.040	0.100	-0.240000	0.170
	1.450	-0.530	-0.020	-0.510	-0.400	-0.490	-0.600	0.030	0.190	-0.050	-0.320	0.420	0.330000	0.480
	0.570	0.060	-0.160	-0.200	-0.080	-0.200	-0.460	-0.060	0.180	-0.110	-0.160	0.090	0.040000	0.175
	0.580	-0.070	-0.470	-0.020	-0.050	-0.555	0.020	-0.230	-0.070	-0.170	1.590	-0.170	0.240000	-0.130
	0.505	-0.150	-0.040	-0.380	-0.250	-0.910	-0.490	0.010	0.310	-0.060	-0.250	0.085	0.440000	0.460
	0.430	-0.160	0.110	-0.110	-0.320	-0.210	-0.140	-0.130	0.230	0.060	-0.240	0.340	0.320000	-0.180
	0.060	0.300	0.010	0.140	-0.110	-0.160	-0.020	0.060	-0.090	0.090	-0.250	-0.140	-0.030000	0.130
	0.240	0.110	-0.370	0.250	-0.600	-0.580	-0.620	0.290	0.320	0.050	-0.320	0.170	0.730000	0.310
	-0.280	0.455	0.010	-0.020	-0.150	0.040	-0.180	0.290	-0.100	-0.180	-0.100	-0.170	0.280000	0.140
	-0.020	0.800	-0.360	-0.200	-0.200	-0.460	-0.290	0.300	-0.120	-0.040	0.010	0.330	-0.080000	0.500
	-0.390	0.250	0.050	-0.470	-0.470	-0.470	-0.350	0.310	-0.140	-0.195	0.180	0.320	0.220000	0.220
	0.900	0.190	0.370	-0.060	-0.480	-0.480	-0.210	-0.160	-0.160	-0.350	-0.240	0.160	0.300000	0.240
	0.120	-0.020	0.120	-0.110	-0.050	-0.070	-0.050	-0.040	0.000	-0.170	0.130	0.100	-0.050000	0.100
	0.370	-0.420	-0.150	-0.270	-0.050	-0.030	0.220	0.120	0.190	-0.080	0.160	0.090	-0.290000	-0.030
	0.440	0.270	0.545	-0.430	-0.180	0.010	0.220	-0.100	-0.200	-0.260	0.050	0.000	0.200000	0.120
	0.310	0.310	1.240	-0.080	0.000	-0.030	-0.130	-0.290	-0.330	-0.330	0.020	-0.290	-0.370000	-0.080
	0.390	-0.100	-0.100	-0.430	0.180	0.300	-0.010	-0.240	0.080	-0.120	0.320	-0.480	-0.310000	0.030
	0.190	-0.010	0.240	0.220	0.340	0.060	0.310	-0.190	-0.060	0.050	0.160	-0.480	-0.210000	-0.190
	-1.040	-0.720	-0.280	-0.170	0.450	0.730	0.600	0.360	0.180	0.220	0.280	-0.170	-0.600000	0.150
	0.670	0.020	-0.130	-0.220	-0.140	-0.200	-0.260	-0.420	0.055	0.050	-0.200	0.470	0.190000	0.250
	0.930	-0.160	-0.080	-0.250	-0.230	-0.100	-0.050	0.010	-0.070	-0.370	0.280	0.260	-0.160000	0.000
	1.150	0.370	0.460	0.160	-0.580	-0.530	-0.270	-0.230	0.000	-0.380	-0.140	0.050	-0.160000	0.120
	0.090	0.235	0.510	-0.150	0.320	0.340	0.260	-0.130	-0.200	-0.240	0.320	-0.340	-0.590000	-0.170
	0.380	0.100	0.300	0.070	-0.220	-0.200	-0.130	0.100	0.020	-0.200	-0.090	-0.200	-0.010000	0.040
	0.670	0.050	-0.040	-0.100	0.140	-0.100	-0.140	-0.160	-0.160	-0.020	-0.120	0.090	-0.200000	0.070
	-0.770	-0.290	-0.310	-0.195	0.030	-0.170	-0.300	-0.090	0.370	0.420	-0.120	0.040	-0.080000	0.400
	0.620	0.010	-0.080	-0.290	-0.100	-0.410	-0.460	-0.020	0.280	0.160	-0.360	0.360	0.340000	-0.040
	0.380	0.080	0.040	-0.010	0.100	-0.380	0.210	-0.030	0.050	0.100	-0.210	0.080	-0.380000	-0.010
	-0.910	-0.110	-0.060	0.230	-0.190	-0.420	0.310	0.370	0.170	0.140	-0.060	-0.090	-0.220000	-0.370
	0.840	-0.350	-0.100	-0.370	-0.480	-0.460	-0.130	0.430	0.380	-0.120	-0.130	0.260	0.220000	0.000
	-0.020	-0.040	0.000	0.100	0.080	-0.310	-0.150	-0.040	0.160	-0.060	-0.240	0.210	0.120000	0.190
	-0.830	0.040	0.100	-0.180	-1.100	-0.510	0.110	0.510	0.460	0.290	-0.020	0.610	0.160000	0.360
	0.090	-0.070	-0.150	-0.030	-0.070	-0.090	0.040	-0.010	0.090	0.180	0.230	-0.400	-0.130000	0.210
	0.240	-0.180	-0.280	-0.110	-0.890	-0.600	-0.470	0.180	0.170	0.110	-0.040	0.470	0.790000	0.600
	0.270	-0.290	-0.250	0.380	0.080	0.350	-0.110	0.240	0.240	0.210	0.060	-0.790	-0.310000	-0.060
	-0.330	0.440	-0.080	0.195	-0.160	-0.020	-0.230	0.150	-0.130	0.210	0.150	0.070	-0.370000	0.390
	-0.060	-0.060	0.220	0.010	0.360	0.210	0.120	0.140	0.070	-0.100	-0.200	-0.100	-0.130000	-0.490
	-0.360	-0.830	-0.510	-0.060	0.080	0.310	0.060	-0.120	0.510	0.490	0.170	0.280	-0.050000	-0.240
	0.510	-0.050	-0.300	-0.090	0.135	-0.070	-0.050	0.150	0.240	-0.070	0.050	-0.010	-0.260000	0.010
	0.030	0.050	0.030	-0.050	0.190	-0.300	-0.050	-0.050	0.280	-0.010	-0.070	0.150	-0.130000	-0.090
	-0.750	-0.320	-0.160	0.220	0.160	0.090	-0.020	0.300	0.090	0.250	-0.180	0.020	0.100000	0.190
	-0.400	0.350	0.020	0.340	-0.300	-0.150	0.000	0.120	-0.010	0.200	-0.260	0.040	-0.070000	0.120
	0.130	-0.060	0.070	0.610	0.280	0.090	0.010	-0.270	0.400	0.010	-0.270	-0.410	-0.380000	0.025
	0.610	0.010	0.170	0.530	0.010	-0.100	-0.030	-0.180	-0.010	-0.220	-0.080	-0.490	-0.100000	-0.070
	0.080	-0.500	-0.260	-0.380	-0.500	-0.140	-0.070	0.280	0.480	0.100	0.100	0.430	0.100000	0.280
	0.100	0.250	0.160	-0.040	0.100	-0.060	0.280	-0.060	-0.090	-0.590	0.130	0.050	-0.250000	0.020
	-0.210	-0.140	-0.630	-0.600	-0.130	-0.040	-0.060	0.420	0.620	0.460	0.000	0.430	0.230000	0.020
	-0.620	0.240	0.440	0.020	-0.360	-0.220	-0.380	0.305	0.020	0.120	0.340	0.220	-0.010000	0.080
	0.330	0.125	-0.150	-0.080	-0.150	-0.080	0.060	0.190	-0.010	-0.010	-0.100	0.120	0.180000	0.130
	0.350	0.010	0.110	0.320	0.030	0.030	0.090	-0.030	-0.310	-0.350	0.180	0.025	-0.010000	-0.270
	-0.790	-0.540	0.050	0.540	0.680	0.510	0.540	0.290	-0.250	-0.170	0.000	-0.070	-0.500000	-0.290
	-0.540	-0.080	-0.110	0.740	0.260	0.295	0.390	0.020	0.070	0.090	-0.280	-0.110	-0.260000	-0.280
	0.240	-0.210	-0.090	-0.290	0.250	0.080	0.130	-0.130	0.180	0.020	0.100	-0.090	-0.230000	0.050
	1.940	0.670	0.710	0.010	-0.990	-0.950	-0.950	-0.320	0.350	-0.490	-0.780	0.410	0.330000	0.060
	0.360	-0.280	-0.020	0.370	0.260	-0.020	0.310	0.120	-0.410	-0.110	-0.080	-0.080	-0.320000	-0.100
	0.880	0.230	0.530	0.540	-0.970	-1.210	-0.950	-0.540	0.390	-0.650	-1.180	0.560	1.510000	0.870
	-0.270	-0.110	-0.200	-0.410	-0.110	-0.150	-0.090	0.030	0.300	0.360	0.160	0.300	0.200000	-0.010
	-0.050	-0.190	-0.330	-0.440	-0.150	-0.230	-0.010	0.280	0.330	0.280	0.070	0.160	0.130000	0.150
	0.600	-0.020	-0.090	0.490	0.310	-0.020	0.050	-0.310	-0.150	-0.530	0.160	-0.560	0.410000	-0.340
	-0.370	-0.300	0.610	-0.060	-0.250	-0.320	-0.500	0.170	0.060	0.370	0.000	0.210	0.200000	0.170
	1.110	-0.130	-0.160	0.120	0.150	-0.220	-0.020	-0.150	-0.200	-0.400	-0.060	-0.010	0.020000	0.150
	-0.060	0.060	-0.560	0.020	-0.060	0.080	-0.050	0.020	-0.010	0.260	0.240	0.180	-0.160000	0.200
	0.080	0.060	0.050	-0.030	-0.270	-0.230	-0.140	0.150	-0.030	-0.080	0.140	-0.050	-0.020000	0.380
	-0.430	0.170	-0.910	0.380	-0.160	-0.010	0.000	0.310	0.190	0.330	-0.220	0.300	-0.160000	0.200
	-1.070	-0.390	-0.480	-0.270	-0.130	0.480	0.280	0.450	0.160	0.190	0.170	0.480	0.040000	0.100
	-0.550	-0.090	0.290	-0.010	-0.180	-0.230	0.220	0.030	-0.060	0.150	-0.150	-0.040	-0.210000	0.240
	-0.030	-0.270	-0.120	0.320	0.410	-0.190	0.130	-0.100	-0.380	-0.030	0.250	0.040	-0.250000	0.190
	-0.640	-0.020	-0.200	0.140	0.180	-0.010	0.080	0.270	0.060	0.420	-0.040	-0.300	-0.290000	0.140
	-0.120	-0.170	-0.060	0.620	0.950	0.760	0.280	0.080	-0.010	0.570	-0.380	-0.640	-0.330000	-0.290
	0.400	-0.430	-0.470	0.030	0.100	0.260	-0.140	0.030	0.190	0.130	-0.090	-0.160	0.070000	0.060
	-0.290	-0.135	0.090	0.290	0.390	-0.010	-0.230	-0.090	-0.050	0.110	-0.070	-0.070	-0.010000	0.020
	0.760	0.160	-0.140	-0.400	-0.030	-0.290	-0.110	-0.010	0.030	-0.090	-0.340	0.120	0.320000	0.020
	0.320	0.030	-0.210	0.210	0.620	0.170	-0.210	-0.150	-0.400	-0.330	0.210	-0.010	0.075000	0.190
	-0.800	-0.220	-0.670	0.210	0.350	0.340	0.240	0.560	0.180	0.190	-0.090	-0.090	-0.170000	-0.030
	0.320	-0.060	-0.350	-0.670	-1.070	-1.000	-0.730	0.040	0.540	0.420	0.400	0.660	0.000000	0.140
